"Home name",Long,Lat
Palackeho,15.421978,50.033354

,,"Product name","Product type",,,
,,Thermostat,NATherm1,,,

Timestamp,"Timezone : Europe/Prague","Temperature °C","Setpoint Temperature °C","Boiler ON","Boiler OFF",
1769994450,"2026/02/02 02:07:30",22.9,23,603,0,
1769995050,"2026/02/02 02:17:30",22.9,23,602,0,
1769995650,"2026/02/02 02:27:30",23,23,603,0,
1769996250,"2026/02/02 02:37:30",23,23,591,0,
1769996850,"2026/02/02 02:47:30",23,23,603,0,
1769997450,"2026/02/02 02:57:30",23,23,602,0,
1769998050,"2026/02/02 03:07:30",23,23,603,0,
1769998650,"2026/02/02 03:17:30",23,23,592,0,
1769999250,"2026/02/02 03:27:30",23,23,602,0,
1769999850,"2026/02/02 03:37:30",23,23,603,0,
1770000450,"2026/02/02 03:47:30",23,23,602,0,
1770001050,"2026/02/02 03:57:30",23,23,603,0,
1770001650,"2026/02/02 04:07:30",23,23,591,0,
1770002250,"2026/02/02 04:17:30",23,23,603,0,
1770002850,"2026/02/02 04:27:30",23,23,602,0,
1770003450,"2026/02/02 04:37:30",23,23,603,0,
1770004050,"2026/02/02 04:47:30",23,23,592,0,
1770004650,"2026/02/02 04:57:30",23,23,602,0,
1770005250,"2026/02/02 05:07:30",23,23,603,0,
1770005850,"2026/02/02 05:17:30",23,23,602,0,
1770006450,"2026/02/02 05:27:30",23,23,592,0,
1770007050,"2026/02/02 05:37:30",23,23,602,0,
1770007650,"2026/02/02 05:47:30",23,23,603,0,
1770008250,"2026/02/02 05:57:30",23,23,602,0,
1770008850,"2026/02/02 06:07:30",23,23,603,0,
1770009450,"2026/02/02 06:17:30",23,23,592,0,
1770010050,"2026/02/02 06:27:30",23,23,602,0,
1770010650,"2026/02/02 06:37:30",23.1,23,603,0,
1770011250,"2026/02/02 06:47:30",23.1,23,602,0,
1770011850,"2026/02/02 06:57:30",23.1,23,592,0,
1770012450,"2026/02/02 07:07:30",23.2,23,538,64,
1770013050,"2026/02/02 07:17:30",23.2,23,0,603,
1770013650,"2026/02/02 07:27:30",23.2,23,0,602,
1770014250,"2026/02/02 07:37:30",23.2,23,0,592,
1770014850,"2026/02/02 07:47:30",23.2,23,0,603,
1770015450,"2026/02/02 07:57:30",23.2,23,0,602,
1770016050,"2026/02/02 08:07:30",23.2,23,0,603,
1770016650,"2026/02/02 08:17:30",23.2,23,0,602,
1770017250,"2026/02/02 08:27:30",23.2,23,0,592,
1770017850,"2026/02/02 08:37:30",23.2,23,0,602,
1770018450,"2026/02/02 08:47:30",23.2,23,0,603,
1770019050,"2026/02/02 08:57:30",23.2,23,0,602,
1770019650,"2026/02/02 09:07:30",23.1,23,0,592,
1770020250,"2026/02/02 09:17:30",23.1,23,0,603,
1770020850,"2026/02/02 09:27:30",23.1,23,0,602,
1770021450,"2026/02/02 09:37:30",23.1,23,0,603,
1770022050,"2026/02/02 09:47:30",23.1,23,0,591,
1770022650,"2026/02/02 09:57:30",23.1,23,0,603,
1770023250,"2026/02/02 10:07:30",23,23,0,602,
1770023850,"2026/02/02 10:17:30",23,23,0,603,
1770024450,"2026/02/02 10:27:30",23,23,0,602,
1770025050,"2026/02/02 10:37:30",23,23,0,592,
1770025650,"2026/02/02 10:47:30",22.9,23,0,603,
1770026250,"2026/02/02 10:57:30",22.9,23,0,602,
1770026850,"2026/02/02 11:07:30",22.8,23,75,528,
1770027450,"2026/02/02 11:17:30",22.8,23,591,0,
1770028050,"2026/02/02 11:27:30",22.8,23,603,0,
1770028650,"2026/02/02 11:37:30",22.8,23,602,0,
1770029250,"2026/02/02 11:47:30",22.8,23,603,0,
1770029850,"2026/02/02 11:57:30",22.8,23,592,0,
1770030450,"2026/02/02 12:07:30",22.8,23,602,0,
1770031050,"2026/02/02 12:17:30",22.8,23,603,0,
1770031650,"2026/02/02 12:27:30",22.8,23,602,0,
1770032250,"2026/02/02 12:37:30",22.8,23,603,0,
1770032850,"2026/02/02 12:47:30",22.8,23,591,0,
1770033450,"2026/02/02 12:57:30",22.8,23,603,0,
1770034050,"2026/02/02 13:07:30",22.8,23,602,0,
1770034650,"2026/02/02 13:17:30",22.8,23,603,0,
1770035250,"2026/02/02 13:27:30",22.8,23,592,0,
1770035850,"2026/02/02 13:37:30",22.9,23,602,0,
1770036450,"2026/02/02 13:47:30",22.9,23,603,0,
1770037050,"2026/02/02 13:57:30",22.9,22.8,731,10,
1770037650,"2026/02/02 14:07:30",22.9,22.5,0,592,
1770038250,"2026/02/02 14:17:30",22.9,22.5,0,602,
1770038850,"2026/02/02 14:27:30",23,22.5,0,603,
1770039450,"2026/02/02 14:37:30",23,22.5,0,602,
1770040050,"2026/02/02 14:47:30",23,22.5,0,592,
1770040650,"2026/02/02 14:57:30",23,22.5,0,603,
1770041250,"2026/02/02 15:07:30",23,22.5,0,602,
1770041850,"2026/02/02 15:17:30",23,22.5,0,603,
1770042450,"2026/02/02 15:27:30",23,22.5,0,591,
1770043050,"2026/02/02 15:37:30",22.9,22.5,0,603,
1770043650,"2026/02/02 15:47:30",22.9,22.5,0,602,
1770044250,"2026/02/02 15:57:30",22.8,22.5,0,614,
1770044550,"2026/02/02 16:02:30",22.8,19.8,0,258,
1770045150,"2026/02/02 16:12:30",22.8,22.5,0,592,
1770045750,"2026/02/02 16:22:30",22.8,22.5,0,602,
1770046350,"2026/02/02 16:32:30",22.8,22.5,0,603,
1770046950,"2026/02/02 16:42:30",22.8,22.5,0,602,
1770047550,"2026/02/02 16:52:30",22.8,22.5,0,592,
1770048150,"2026/02/02 17:02:30",22.8,22.5,0,602,
1770048750,"2026/02/02 17:12:30",22.8,22.5,0,603,
1770049350,"2026/02/02 17:22:30",22.8,22.5,0,602,
1770049950,"2026/02/02 17:32:30",22.8,22.5,0,592,
1770050550,"2026/02/02 17:42:30",22.8,22.5,0,603,
1770051150,"2026/02/02 17:52:30",22.8,22.5,0,602,
1770051750,"2026/02/02 18:02:30",22.8,22.5,0,603,
1770052350,"2026/02/02 18:12:30",22.8,22.5,0,602,
1770052950,"2026/02/02 18:22:30",22.8,22.5,0,592,
1770053550,"2026/02/02 18:32:30",22.7,22.5,0,602,
1770054150,"2026/02/02 18:42:30",22.7,22.5,0,603,
1770054750,"2026/02/02 18:52:30",22.7,22.5,0,602,
1770055350,"2026/02/02 19:02:30",22.6,22.5,0,592,
1770055950,"2026/02/02 19:12:30",22.6,22.5,0,603,
1770056550,"2026/02/02 19:22:30",22.6,22.5,0,602,
1770057150,"2026/02/02 19:32:30",22.6,22.5,0,603,
1770057750,"2026/02/02 19:42:30",22.5,22.5,0,591,
1770058350,"2026/02/02 19:52:30",22.5,22.5,0,603,
1770058950,"2026/02/02 20:02:30",22.5,22.5,0,602,
1770059550,"2026/02/02 20:12:30",22.5,22.5,0,603,
1770060150,"2026/02/02 20:22:30",22.4,22.5,0,602,
1770060750,"2026/02/02 20:32:30",22.5,22.5,0,592,
1770061350,"2026/02/02 20:42:30",22.4,22.5,0,603,
1770061950,"2026/02/02 20:52:30",22.4,22.5,0,602,
1770062550,"2026/02/02 21:02:30",22.4,22.5,0,603,
1770063150,"2026/02/02 21:12:30",22.3,22.5,108,483,
1770063750,"2026/02/02 21:22:30",22.3,22.5,603,0,
1770064350,"2026/02/02 21:32:30",22.3,22.5,602,0,
1770064950,"2026/02/02 21:42:30",22.2,22.5,603,0,
1770065550,"2026/02/02 21:52:30",22.2,22.5,592,0,
1770066150,"2026/02/02 22:02:30",22.2,21,419,0,
1770066750,"2026/02/02 22:12:30",22.2,21,0,592,
1770067350,"2026/02/02 22:22:30",22.1,21,0,602,
1770067950,"2026/02/02 22:32:30",22.1,21,0,603,
1770068550,"2026/02/02 22:42:30",22.1,21,0,602,
1770069150,"2026/02/02 22:52:30",22.1,21,0,592,
1770069750,"2026/02/02 23:02:30",22.1,21,0,603,
1770070350,"2026/02/02 23:12:30",22,21,0,602,
1770070950,"2026/02/02 23:22:30",22,21,0,603,
1770071550,"2026/02/02 23:32:30",22,21,0,591,
1770072150,"2026/02/02 23:42:30",22,21,0,603,
1770072750,"2026/02/02 23:52:30",21.9,21,0,602,
1770073350,"2026/02/03 00:02:30",21.9,21.8,0,635,
1770073950,"2026/02/03 00:12:30",21.9,22.5,592,0,
1770074550,"2026/02/03 00:22:30",21.8,22.5,602,0,
1770075150,"2026/02/03 00:32:30",21.8,22.5,603,0,
1770075750,"2026/02/03 00:42:30",21.8,22.5,602,0,
1770076350,"2026/02/03 00:52:30",21.8,22.5,592,0,
1770076950,"2026/02/03 01:02:30",21.8,22.5,603,0,
1770077550,"2026/02/03 01:12:30",21.8,22.5,602,0,
1770078150,"2026/02/03 01:22:30",21.8,22.5,603,0,
1770078750,"2026/02/03 01:32:30",21.8,22.5,591,0,
1770079350,"2026/02/03 01:42:30",21.8,22.5,603,0,
1770079950,"2026/02/03 01:52:30",21.8,22.5,602,0,
1770080550,"2026/02/03 02:02:30",21.8,22.5,603,0,
1770081150,"2026/02/03 02:12:30",21.8,22.5,602,0,
1770081750,"2026/02/03 02:22:30",21.8,22.5,592,0,
1770082350,"2026/02/03 02:32:30",21.8,22.5,603,0,
1770082950,"2026/02/03 02:42:30",21.8,22.5,602,0,
1770083550,"2026/02/03 02:52:30",21.8,22.5,603,0,
1770084150,"2026/02/03 03:02:30",21.8,22.5,591,0,
1770084750,"2026/02/03 03:12:30",21.8,22.5,603,0,
1770085350,"2026/02/03 03:22:30",21.8,22.5,602,0,
1770085950,"2026/02/03 03:32:30",21.8,22.5,603,0,
1770086550,"2026/02/03 03:42:30",21.9,22.5,592,0,
1770087150,"2026/02/03 03:52:30",21.9,22.5,602,0,
1770087750,"2026/02/03 04:02:30",21.9,22.5,603,0,
1770088350,"2026/02/03 04:12:30",21.9,22.5,602,0,
1770088950,"2026/02/03 04:22:30",21.9,22.5,603,0,
1770089550,"2026/02/03 04:32:30",21.9,22.5,591,0,
1770090150,"2026/02/03 04:42:30",21.9,22.5,602,0,
1770090750,"2026/02/03 04:52:30",21.9,22.5,602,0,
1770091350,"2026/02/03 05:02:30",22,22.5,603,0,
1770091950,"2026/02/03 05:12:30",22,22.5,592,0,
1770092550,"2026/02/03 05:22:30",22,22.5,602,0,
1770093150,"2026/02/03 05:32:30",22,22.5,603,0,
1770093750,"2026/02/03 05:42:30",22,22.5,602,0,
1770094350,"2026/02/03 05:52:30",22,22.5,592,0,
1770094950,"2026/02/03 06:02:30",22,22.5,602,0,
1770095550,"2026/02/03 06:12:30",22.1,22.5,603,0,
1770096150,"2026/02/03 06:22:30",22.1,22.5,602,0,
1770096750,"2026/02/03 06:32:30",22.1,22.5,603,0,
1770097350,"2026/02/03 06:42:30",22.1,22.5,592,0,
1770097950,"2026/02/03 06:52:30",22.1,22.5,602,0,
1770098550,"2026/02/03 07:02:30",22.2,22.5,603,0,
1770099150,"2026/02/03 07:12:30",22.2,22.5,602,0,
1770099750,"2026/02/03 07:22:30",22.3,22.5,592,0,
1770100350,"2026/02/03 07:32:30",22.3,22.5,602,0,
1770100950,"2026/02/03 07:42:30",22.3,22.5,603,0,
1770101550,"2026/02/03 07:52:30",22.4,22.5,602,0,
1770102150,"2026/02/03 08:02:30",22.4,22.5,592,0,
1770102750,"2026/02/03 08:12:30",22.4,22.5,603,0,
1770103350,"2026/02/03 08:22:30",22.4,22.5,602,0,
1770103950,"2026/02/03 08:32:30",22.4,22.5,603,0,
1770104550,"2026/02/03 08:42:30",22.4,22.5,602,0,
1770105150,"2026/02/03 08:52:30",22.4,22.5,592,0,
1770105750,"2026/02/03 09:02:30",22.4,22.5,602,0,
1770106350,"2026/02/03 09:12:30",22.4,22.5,603,0,
1770106950,"2026/02/03 09:22:30",22.4,22.5,602,0,
1770107550,"2026/02/03 09:32:30",22.4,22.5,592,0,
1770108150,"2026/02/03 09:42:30",22.4,22.5,603,0,
1770108750,"2026/02/03 09:52:30",22.5,22.5,602,0,
1770109350,"2026/02/03 10:02:30",22.5,22.5,603,0,
1770109950,"2026/02/03 10:12:30",22.5,22.5,591,0,
1770110550,"2026/02/03 10:22:30",22.5,22.5,603,0,
1770111150,"2026/02/03 10:32:30",22.5,22.5,602,0,
1770111750,"2026/02/03 10:42:30",22.5,22.5,603,0,
1770112350,"2026/02/03 10:52:30",22.5,22.5,602,0,
1770112950,"2026/02/03 11:02:30",22.5,22.5,592,0,
1770113550,"2026/02/03 11:12:30",22.5,22.5,603,0,
1770114150,"2026/02/03 11:22:30",22.5,22.5,602,0,
1770114750,"2026/02/03 11:32:30",22.6,22.5,603,0,
1770115350,"2026/02/03 11:42:30",22.6,22.5,591,0,
1770115950,"2026/02/03 11:52:30",22.6,22.5,603,0,
1770116550,"2026/02/03 12:02:30",22.6,22.5,602,0,
1770117150,"2026/02/03 12:12:30",22.6,22.5,603,0,
1770117750,"2026/02/03 12:22:30",22.6,22.5,592,0,
