"Home name",Long,Lat
Palackeho,15.421978,50.033354

,,"Product name","Product type",
,,"Venkovní Modul","Outdoor Module",

Timestamp,"Timezone : Europe/Prague","Temperature °C","Humidity %",
1767222150,"2026/01/01 00:02:30",1.5,86,
1767222450,"2026/01/01 00:07:30",1.5,86,
1767222750,"2026/01/01 00:12:30",1.5,86,
1767223050,"2026/01/01 00:17:30",1.6,86,
1767223350,"2026/01/01 00:22:30",1.6,86,
1767223650,"2026/01/01 00:27:30",1.6,86,
1767223950,"2026/01/01 00:32:30",1.6,86,
1767224250,"2026/01/01 00:37:30",1.6,86,
1767224550,"2026/01/01 00:42:30",1.6,85,
1767224850,"2026/01/01 00:47:30",1.6,85,
1767225150,"2026/01/01 00:52:30",1.6,85,
1767225450,"2026/01/01 00:57:30",1.6,85,
1767225750,"2026/01/01 01:02:30",1.6,85,
1767226050,"2026/01/01 01:07:30",1.6,85,
1767226350,"2026/01/01 01:12:30",1.6,85,
1767226650,"2026/01/01 01:17:30",1.7,85,
1767226950,"2026/01/01 01:22:30",1.7,85,
1767227250,"2026/01/01 01:27:30",1.7,85,
1767227850,"2026/01/01 01:37:30",1.7,85,
1767228150,"2026/01/01 01:42:30",1.7,85,
1767228450,"2026/01/01 01:47:30",1.8,85,
1767228750,"2026/01/01 01:52:30",1.8,85,
1767229050,"2026/01/01 01:57:30",1.8,85,
1767229350,"2026/01/01 02:02:30",1.8,85,
1767229950,"2026/01/01 02:12:30",1.8,85,
1767230250,"2026/01/01 02:17:30",1.8,85,
1767230550,"2026/01/01 02:22:30",1.9,85,
1767230850,"2026/01/01 02:27:30",1.9,85,
1767231150,"2026/01/01 02:32:30",1.9,85,
1767231750,"2026/01/01 02:42:30",1.8,85,
1767232050,"2026/01/01 02:47:30",1.8,85,
1767232350,"2026/01/01 02:52:30",1.8,85,
1767232650,"2026/01/01 02:57:30",1.8,86,
1767232950,"2026/01/01 03:02:30",1.7,86,
1767233250,"2026/01/01 03:07:30",1.7,86,
1767233550,"2026/01/01 03:12:30",1.7,86,
1767233850,"2026/01/01 03:17:30",1.7,86,
1767234150,"2026/01/01 03:22:30",1.7,86,
1767234450,"2026/01/01 03:27:30",1.7,86,
1767234750,"2026/01/01 03:32:30",1.7,85,
1767235050,"2026/01/01 03:37:30",1.7,85,
1767235350,"2026/01/01 03:42:30",1.7,85,
1767235650,"2026/01/01 03:47:30",1.7,85,
1767235950,"2026/01/01 03:52:30",1.7,85,
1767236250,"2026/01/01 03:57:30",1.7,85,
1767236550,"2026/01/01 04:02:30",1.6,85,
1767236850,"2026/01/01 04:07:30",1.7,86,
1767237150,"2026/01/01 04:12:30",1.6,86,
1767237450,"2026/01/01 04:17:30",1.6,86,
1767237750,"2026/01/01 04:22:30",1.6,86,
1767238050,"2026/01/01 04:27:30",1.6,86,
1767238350,"2026/01/01 04:32:30",1.6,86,
1767238650,"2026/01/01 04:37:30",1.6,86,
1767238950,"2026/01/01 04:42:30",1.6,86,
1767239250,"2026/01/01 04:47:30",1.6,87,
1767239550,"2026/01/01 04:52:30",1.6,87,
1767239850,"2026/01/01 04:57:30",1.6,87,
1767240150,"2026/01/01 05:02:30",1.6,87,
1767240450,"2026/01/01 05:07:30",1.6,87,
1767240750,"2026/01/01 05:12:30",1.7,87,
1767241050,"2026/01/01 05:17:30",1.7,87,
1767241350,"2026/01/01 05:22:30",1.7,88,
1767241650,"2026/01/01 05:27:30",1.6,88,
1767241950,"2026/01/01 05:32:30",1.6,88,
1767242250,"2026/01/01 05:37:30",1.5,88,
1767242550,"2026/01/01 05:42:30",1.4,88,
1767242850,"2026/01/01 05:47:30",1.4,88,
1767243150,"2026/01/01 05:52:30",1.4,88,
1767243450,"2026/01/01 05:57:30",1.4,88,
1767243750,"2026/01/01 06:02:30",1.4,88,
1767244050,"2026/01/01 06:07:30",1.3,87,
1767244350,"2026/01/01 06:12:30",1.3,87,
1767244650,"2026/01/01 06:17:30",1.3,87,
1767244950,"2026/01/01 06:22:30",1.3,87,
1767245250,"2026/01/01 06:27:30",1.2,86,
1767245550,"2026/01/01 06:32:30",1.1,86,
1767245850,"2026/01/01 06:37:30",1.1,86,
1767246150,"2026/01/01 06:42:30",1,86,
1767246450,"2026/01/01 06:47:30",0.9,86,
1767246750,"2026/01/01 06:52:30",0.9,86,
1767247050,"2026/01/01 06:57:30",0.8,86,
1767247350,"2026/01/01 07:02:30",0.9,86,
1767247650,"2026/01/01 07:07:30",0.9,87,
1767247950,"2026/01/01 07:12:30",0.9,87,
1767248250,"2026/01/01 07:17:30",1,86,
1767248550,"2026/01/01 07:22:30",1,86,
1767248850,"2026/01/01 07:27:30",1.1,86,
1767249150,"2026/01/01 07:32:30",1.1,86,
1767249450,"2026/01/01 07:37:30",1.2,85,
1767249750,"2026/01/01 07:42:30",1.3,85,
1767250050,"2026/01/01 07:47:30",1.3,85,
1767250350,"2026/01/01 07:52:30",1.3,85,
1767250650,"2026/01/01 07:57:30",1.4,85,
1767250950,"2026/01/01 08:02:30",1.4,85,
1767251250,"2026/01/01 08:07:30",1.4,85,
1767251550,"2026/01/01 08:12:30",1.4,84,
1767251850,"2026/01/01 08:17:30",1.4,84,
1767252150,"2026/01/01 08:22:30",1.5,84,
1767252450,"2026/01/01 08:27:30",1.5,84,
1767252750,"2026/01/01 08:32:30",1.5,84,
1767253050,"2026/01/01 08:37:30",1.5,83,
1767253350,"2026/01/01 08:42:30",1.6,83,
1767253650,"2026/01/01 08:47:30",1.6,83,
1767253950,"2026/01/01 08:52:30",1.6,83,
1767254250,"2026/01/01 08:57:30",1.6,83,
1767254550,"2026/01/01 09:02:30",1.6,83,
1767254850,"2026/01/01 09:07:30",1.6,83,
1767255150,"2026/01/01 09:12:30",1.6,83,
1767255450,"2026/01/01 09:17:30",1.7,82,
1767255750,"2026/01/01 09:22:30",1.7,82,
1767256050,"2026/01/01 09:27:30",1.7,82,
1767256350,"2026/01/01 09:32:30",1.7,82,
1767256650,"2026/01/01 09:37:30",1.7,82,
1767256950,"2026/01/01 09:42:30",1.7,82,
1767257250,"2026/01/01 09:47:30",1.7,82,
1767257550,"2026/01/01 09:52:30",1.8,82,
1767257850,"2026/01/01 09:57:30",1.8,82,
1767258150,"2026/01/01 10:02:30",1.8,82,
1767258450,"2026/01/01 10:07:30",1.9,82,
1767258750,"2026/01/01 10:12:30",1.9,81,
1767259050,"2026/01/01 10:17:30",1.9,81,
1767259350,"2026/01/01 10:22:30",2,80,
1767259650,"2026/01/01 10:27:30",1.9,80,
1767259950,"2026/01/01 10:32:30",2,80,
1767260250,"2026/01/01 10:37:30",2,80,
1767260550,"2026/01/01 10:42:30",2,80,
1767260850,"2026/01/01 10:47:30",1.9,81,
1767261150,"2026/01/01 10:52:30",2,81,
1767261450,"2026/01/01 10:57:30",2,81,
1767261750,"2026/01/01 11:02:30",2,81,
1767262050,"2026/01/01 11:07:30",2.1,80,
1767262350,"2026/01/01 11:12:30",2.1,80,
1767262650,"2026/01/01 11:17:30",2.1,80,
1767262950,"2026/01/01 11:22:30",2.1,80,
1767263250,"2026/01/01 11:27:30",2.1,79,
1767263550,"2026/01/01 11:32:30",2.1,78,
1767263850,"2026/01/01 11:37:30",2.1,77,
1767264150,"2026/01/01 11:42:30",2.2,77,
1767264450,"2026/01/01 11:47:30",2.2,77,
1767264750,"2026/01/01 11:52:30",2.2,77,
1767265050,"2026/01/01 11:57:30",2.3,76,
1767265350,"2026/01/01 12:02:30",2.3,76,
1767265650,"2026/01/01 12:07:30",2.3,76,
1767265950,"2026/01/01 12:12:30",2.3,76,
1767266250,"2026/01/01 12:17:30",2.3,76,
1767266550,"2026/01/01 12:22:30",2.3,75,
1767266850,"2026/01/01 12:27:30",2.3,75,
1767267150,"2026/01/01 12:32:30",2.3,75,
1767267450,"2026/01/01 12:37:30",2.3,75,
1767267750,"2026/01/01 12:42:30",2.3,75,
1767268350,"2026/01/01 12:52:30",2.3,74,
1767268650,"2026/01/01 12:57:30",2.3,74,
1767268950,"2026/01/01 13:02:30",2.2,74,
1767269250,"2026/01/01 13:07:30",2.3,74,
1767269550,"2026/01/01 13:12:30",2.3,74,
1767270150,"2026/01/01 13:22:30",2.4,74,
1767270450,"2026/01/01 13:27:30",2.4,74,
1767270750,"2026/01/01 13:32:30",2.4,73,
1767271050,"2026/01/01 13:37:30",2.5,73,
1767271350,"2026/01/01 13:42:30",2.5,73,
1767271650,"2026/01/01 13:47:30",2.4,73,
1767272250,"2026/01/01 13:57:30",2.4,72,
1767272550,"2026/01/01 14:02:30",2.4,72,
1767272850,"2026/01/01 14:07:30",2.3,72,
1767273150,"2026/01/01 14:12:30",2.3,72,
1767273450,"2026/01/01 14:17:30",2.2,72,
1767273750,"2026/01/01 14:22:30",2.1,72,
1767274050,"2026/01/01 14:27:30",2.1,72,
1767274350,"2026/01/01 14:32:30",2,72,
1767274650,"2026/01/01 14:37:30",2,72,
1767274950,"2026/01/01 14:42:30",1.9,72,
1767275250,"2026/01/01 14:47:30",1.8,72,
1767275550,"2026/01/01 14:52:30",1.8,73,
1767275850,"2026/01/01 14:57:30",1.7,73,
1767276150,"2026/01/01 15:02:30",1.7,73,
1767276450,"2026/01/01 15:07:30",1.7,73,
1767276750,"2026/01/01 15:12:30",1.7,74,
1767277050,"2026/01/01 15:17:30",1.7,74,
1767277350,"2026/01/01 15:22:30",1.7,74,
1767277650,"2026/01/01 15:27:30",1.6,73,
1767277950,"2026/01/01 15:32:30",1.6,74,
1767278250,"2026/01/01 15:37:30",1.6,74,
1767278550,"2026/01/01 15:42:30",1.5,74,
1767278850,"2026/01/01 15:47:30",1.5,74,
1767279150,"2026/01/01 15:52:30",1.4,74,
1767279450,"2026/01/01 15:57:30",1.4,74,
1767279750,"2026/01/01 16:02:30",1.4,74,
1767280050,"2026/01/01 16:07:30",1.4,75,
1767280350,"2026/01/01 16:12:30",1.4,75,
1767280650,"2026/01/01 16:17:30",1.4,75,
1767280950,"2026/01/01 16:22:30",1.4,75,
1767281250,"2026/01/01 16:27:30",1.5,75,
1767281550,"2026/01/01 16:32:30",1.5,75,
1767281850,"2026/01/01 16:37:30",1.5,76,
1767282150,"2026/01/01 16:42:30",1.5,76,
1767282450,"2026/01/01 16:47:30",1.4,76,
1767282750,"2026/01/01 16:52:30",1.4,75,
1767283050,"2026/01/01 16:57:30",1.4,75,
1767283350,"2026/01/01 17:02:30",1.4,75,
1767283650,"2026/01/01 17:07:30",1.4,75,
1767283950,"2026/01/01 17:12:30",1.4,76,
1767284250,"2026/01/01 17:17:30",1.4,76,
1767284550,"2026/01/01 17:22:30",1.4,76,
1767284850,"2026/01/01 17:27:30",1.4,76,
1767285150,"2026/01/01 17:32:30",1.4,76,
1767285450,"2026/01/01 17:37:30",1.4,77,
1767285750,"2026/01/01 17:42:30",1.4,77,
1767286050,"2026/01/01 17:47:30",1.4,77,
1767286350,"2026/01/01 17:52:30",1.4,77,
1767286650,"2026/01/01 17:57:30",1.4,77,
1767286950,"2026/01/01 18:02:30",1.4,77,
1767287250,"2026/01/01 18:07:30",1.5,77,
1767287550,"2026/01/01 18:12:30",1.5,77,
1767287850,"2026/01/01 18:17:30",1.5,77,
1767288150,"2026/01/01 18:22:30",1.5,77,
1767288450,"2026/01/01 18:27:30",1.5,77,
1767288750,"2026/01/01 18:32:30",1.6,77,
1767289050,"2026/01/01 18:37:30",1.5,77,
1767289350,"2026/01/01 18:42:30",1.5,77,
1767289650,"2026/01/01 18:47:30",1.5,77,
1767289950,"2026/01/01 18:52:30",1.5,77,
1767290250,"2026/01/01 18:57:30",1.5,77,
1767290550,"2026/01/01 19:02:30",1.5,77,
1767290850,"2026/01/01 19:07:30",1.4,77,
1767291150,"2026/01/01 19:12:30",1.4,78,
1767291450,"2026/01/01 19:17:30",1.4,78,
1767291750,"2026/01/01 19:22:30",1.4,78,
1767292050,"2026/01/01 19:27:30",1.4,78,
1767292350,"2026/01/01 19:32:30",1.4,78,
1767292650,"2026/01/01 19:37:30",1.4,78,
1767292950,"2026/01/01 19:42:30",1.3,78,
1767293250,"2026/01/01 19:47:30",1.4,78,
1767293550,"2026/01/01 19:52:30",1.3,78,
1767293850,"2026/01/01 19:57:30",1.3,78,
1767294150,"2026/01/01 20:02:30",1.4,78,
1767294450,"2026/01/01 20:07:30",1.4,78,
1767294750,"2026/01/01 20:12:30",1.4,78,
1767295050,"2026/01/01 20:17:30",1.4,78,
1767295350,"2026/01/01 20:22:30",1.4,78,
1767295650,"2026/01/01 20:27:30",1.4,78,
1767295950,"2026/01/01 20:32:30",1.4,78,
1767296250,"2026/01/01 20:37:30",1.4,78,
1767296550,"2026/01/01 20:42:30",1.4,78,
1767296850,"2026/01/01 20:47:30",1.4,78,
1767297150,"2026/01/01 20:52:30",1.4,78,
1767297450,"2026/01/01 20:57:30",1.4,78,
1767297750,"2026/01/01 21:02:30",1.4,78,
1767298050,"2026/01/01 21:07:30",1.4,78,
1767298350,"2026/01/01 21:12:30",1.4,79,
1767298650,"2026/01/01 21:17:30",1.4,79,
1767298950,"2026/01/01 21:22:30",1.4,79,
1767299250,"2026/01/01 21:27:30",1.4,79,
1767299550,"2026/01/01 21:32:30",1.4,79,
1767299850,"2026/01/01 21:37:30",1.4,79,
1767300150,"2026/01/01 21:42:30",1.4,79,
1767300450,"2026/01/01 21:47:30",1.4,78,
1767300750,"2026/01/01 21:52:30",1.4,78,
1767301050,"2026/01/01 21:57:30",1.4,78,
1767301350,"2026/01/01 22:02:30",1.4,78,
1767301650,"2026/01/01 22:07:30",1.4,78,
1767301950,"2026/01/01 22:12:30",1.4,78,
1767302250,"2026/01/01 22:17:30",1.4,78,
1767302550,"2026/01/01 22:22:30",1.4,78,
1767302850,"2026/01/01 22:27:30",1.4,78,
1767303150,"2026/01/01 22:32:30",1.4,78,
1767303450,"2026/01/01 22:37:30",1.4,78,
1767303750,"2026/01/01 22:42:30",1.4,78,
1767304050,"2026/01/01 22:47:30",1.4,78,
1767304350,"2026/01/01 22:52:30",1.4,78,
1767304650,"2026/01/01 22:57:30",1.4,78,
1767304950,"2026/01/01 23:02:30",1.4,78,
1767305250,"2026/01/01 23:07:30",1.3,78,
1767305550,"2026/01/01 23:12:30",1.3,78,
1767305850,"2026/01/01 23:17:30",1.3,78,
1767306150,"2026/01/01 23:22:30",1.3,78,
1767306750,"2026/01/01 23:32:30",1.3,79,
1767307050,"2026/01/01 23:37:30",1.2,79,
1767307350,"2026/01/01 23:42:30",1.2,79,
1767307650,"2026/01/01 23:47:30",1.2,79,
1767307950,"2026/01/01 23:52:30",1.2,79,
1767308550,"2026/01/02 00:02:30",1.2,79,
1767308850,"2026/01/02 00:07:30",1.3,79,
1767309150,"2026/01/02 00:12:30",1.2,79,
1767309450,"2026/01/02 00:17:30",1.3,79,
1767309750,"2026/01/02 00:22:30",1.3,79,
1767310050,"2026/01/02 00:27:30",1.2,79,
1767310350,"2026/01/02 00:32:30",1.2,79,
1767310650,"2026/01/02 00:37:30",1.2,79,
1767310950,"2026/01/02 00:42:30",1.2,79,
1767311250,"2026/01/02 00:47:30",1.2,79,
1767311550,"2026/01/02 00:52:30",1.2,79,
1767311850,"2026/01/02 00:57:30",1.2,79,
1767312150,"2026/01/02 01:02:30",1.2,79,
1767312450,"2026/01/02 01:07:30",1.2,79,
1767312750,"2026/01/02 01:12:30",1.2,79,
1767313050,"2026/01/02 01:17:30",1.2,79,
1767313350,"2026/01/02 01:22:30",1.3,79,
1767313650,"2026/01/02 01:27:30",1.3,79,
1767313950,"2026/01/02 01:32:30",1.3,79,
1767314550,"2026/01/02 01:42:30",1.3,79,
1767314850,"2026/01/02 01:47:30",1.4,79,
1767315150,"2026/01/02 01:52:30",1.4,79,
1767315450,"2026/01/02 01:57:30",1.4,78,
1767315750,"2026/01/02 02:02:30",1.4,78,
1767316050,"2026/01/02 02:07:30",1.4,78,
1767316650,"2026/01/02 02:17:30",1.4,78,
1767316950,"2026/01/02 02:22:30",1.4,78,
1767317250,"2026/01/02 02:27:30",1.4,78,
1767317550,"2026/01/02 02:32:30",1.4,78,
1767317850,"2026/01/02 02:37:30",1.4,78,
1767318150,"2026/01/02 02:42:30",1.4,78,
1767318750,"2026/01/02 02:52:30",1.4,78,
1767319050,"2026/01/02 02:57:30",1.4,78,
1767319350,"2026/01/02 03:02:30",1.4,78,
1767319650,"2026/01/02 03:07:30",1.4,78,
1767319950,"2026/01/02 03:12:30",1.4,78,
1767320250,"2026/01/02 03:17:30",1.4,78,
1767320850,"2026/01/02 03:27:30",1.4,78,
1767321150,"2026/01/02 03:32:30",1.4,78,
1767321450,"2026/01/02 03:37:30",1.4,78,
1767321750,"2026/01/02 03:42:30",1.5,78,
1767322050,"2026/01/02 03:47:30",1.5,78,
1767322350,"2026/01/02 03:52:30",1.5,78,
1767322650,"2026/01/02 03:57:30",1.5,78,
1767322950,"2026/01/02 04:02:30",1.5,78,
1767323250,"2026/01/02 04:07:30",1.5,78,
1767323550,"2026/01/02 04:12:30",1.5,78,
1767323850,"2026/01/02 04:17:30",1.5,78,
1767324150,"2026/01/02 04:22:30",1.6,78,
1767324450,"2026/01/02 04:27:30",1.6,78,
1767324750,"2026/01/02 04:32:30",1.6,78,
1767325050,"2026/01/02 04:37:30",1.6,78,
1767325350,"2026/01/02 04:42:30",1.6,78,
1767325650,"2026/01/02 04:47:30",1.6,78,
1767325950,"2026/01/02 04:52:30",1.6,78,
1767326250,"2026/01/02 04:57:30",1.7,78,
1767326550,"2026/01/02 05:02:30",1.6,78,
1767326850,"2026/01/02 05:07:30",1.6,78,
1767327150,"2026/01/02 05:12:30",1.6,78,
1767327450,"2026/01/02 05:17:30",1.6,78,
1767327750,"2026/01/02 05:22:30",1.6,78,
1767328050,"2026/01/02 05:27:30",1.6,78,
1767328350,"2026/01/02 05:32:30",1.6,77,
1767328650,"2026/01/02 05:37:30",1.6,78,
1767328950,"2026/01/02 05:42:30",1.6,77,
1767329250,"2026/01/02 05:47:30",1.6,77,
1767329550,"2026/01/02 05:52:30",1.6,77,
1767329850,"2026/01/02 05:57:30",1.6,77,
1767330150,"2026/01/02 06:02:30",1.6,77,
1767330450,"2026/01/02 06:07:30",1.6,77,
1767330750,"2026/01/02 06:12:30",1.6,77,
1767331050,"2026/01/02 06:17:30",1.6,77,
1767331350,"2026/01/02 06:22:30",1.6,77,
1767331650,"2026/01/02 06:27:30",1.6,77,
1767331950,"2026/01/02 06:32:30",1.6,77,
1767332250,"2026/01/02 06:37:30",1.6,77,
1767332550,"2026/01/02 06:42:30",1.6,77,
1767332850,"2026/01/02 06:47:30",1.6,78,
1767333150,"2026/01/02 06:52:30",1.6,78,
1767333450,"2026/01/02 06:57:30",1.6,78,
1767333750,"2026/01/02 07:02:30",1.6,78,
1767334050,"2026/01/02 07:07:30",1.6,78,
1767334350,"2026/01/02 07:12:30",1.6,78,
1767334650,"2026/01/02 07:17:30",1.6,78,
1767334950,"2026/01/02 07:22:30",1.5,78,
1767335250,"2026/01/02 07:27:30",1.5,78,
1767335550,"2026/01/02 07:32:30",1.5,78,
1767335850,"2026/01/02 07:37:30",1.5,78,
1767336150,"2026/01/02 07:42:30",1.5,78,
1767336450,"2026/01/02 07:47:30",1.5,78,
1767336750,"2026/01/02 07:52:30",1.5,78,
1767337050,"2026/01/02 07:57:30",1.5,78,
1767337350,"2026/01/02 08:02:30",1.4,78,
1767337650,"2026/01/02 08:07:30",1.4,78,
1767337950,"2026/01/02 08:12:30",1.4,78,
1767338250,"2026/01/02 08:17:30",1.5,78,
1767338550,"2026/01/02 08:22:30",1.5,78,
1767338850,"2026/01/02 08:27:30",1.5,78,
1767339150,"2026/01/02 08:32:30",1.4,78,
1767339450,"2026/01/02 08:37:30",1.5,78,
1767339750,"2026/01/02 08:42:30",1.4,78,
1767340050,"2026/01/02 08:47:30",1.5,78,
1767340350,"2026/01/02 08:52:30",1.5,78,
1767340650,"2026/01/02 08:57:30",1.5,78,
1767340950,"2026/01/02 09:02:30",1.6,78,
1767341250,"2026/01/02 09:07:30",1.6,78,
1767341550,"2026/01/02 09:12:30",1.6,78,
1767341850,"2026/01/02 09:17:30",1.7,78,
1767342150,"2026/01/02 09:22:30",1.7,78,
1767342450,"2026/01/02 09:27:30",1.8,78,
1767342750,"2026/01/02 09:32:30",1.8,78,
1767343050,"2026/01/02 09:37:30",1.9,78,
1767343350,"2026/01/02 09:42:30",2,78,
1767343650,"2026/01/02 09:47:30",2,78,
1767343950,"2026/01/02 09:52:30",2,78,
1767344250,"2026/01/02 09:57:30",2.1,78,
1767344550,"2026/01/02 10:02:30",2.1,78,
1767344850,"2026/01/02 10:07:30",2.2,78,
1767345150,"2026/01/02 10:12:30",2.3,78,
1767345450,"2026/01/02 10:17:30",2.3,78,
1767345750,"2026/01/02 10:22:30",2.4,78,
1767346050,"2026/01/02 10:27:30",2.4,78,
1767346350,"2026/01/02 10:32:30",2.5,78,
1767346650,"2026/01/02 10:37:30",2.6,78,
1767346950,"2026/01/02 10:42:30",2.6,77,
1767347250,"2026/01/02 10:47:30",2.7,77,
1767347550,"2026/01/02 10:52:30",2.7,77,
1767347850,"2026/01/02 10:57:30",2.8,77,
1767348150,"2026/01/02 11:02:30",2.9,77,
1767348450,"2026/01/02 11:07:30",2.9,77,
1767348750,"2026/01/02 11:12:30",2.9,77,
1767349050,"2026/01/02 11:17:30",3,77,
1767349350,"2026/01/02 11:22:30",3,77,
1767349650,"2026/01/02 11:27:30",3,77,
1767349950,"2026/01/02 11:32:30",3.1,77,
1767350250,"2026/01/02 11:37:30",3.1,77,
1767350550,"2026/01/02 11:42:30",3.1,76,
1767350850,"2026/01/02 11:47:30",3.1,76,
1767351150,"2026/01/02 11:52:30",3.1,76,
1767351450,"2026/01/02 11:57:30",3.2,76,
1767351750,"2026/01/02 12:02:30",3.2,76,
1767352050,"2026/01/02 12:07:30",3.3,75,
1767352350,"2026/01/02 12:12:30",3.3,75,
1767352650,"2026/01/02 12:17:30",3.4,74,
1767352950,"2026/01/02 12:22:30",3.4,73,
1767353250,"2026/01/02 12:27:30",3.4,72,
1767353550,"2026/01/02 12:32:30",3.5,72,
1767353850,"2026/01/02 12:37:30",3.5,72,
1767354150,"2026/01/02 12:42:30",3.5,72,
1767354450,"2026/01/02 12:47:30",3.5,72,
1767355050,"2026/01/02 12:57:30",3.5,72,
1767355350,"2026/01/02 13:02:30",3.5,72,
1767355650,"2026/01/02 13:07:30",3.5,71,
1767355950,"2026/01/02 13:12:30",3.4,71,
1767356250,"2026/01/02 13:17:30",3.4,72,
1767356550,"2026/01/02 13:22:30",3.4,72,
1767357150,"2026/01/02 13:32:30",3.5,71,
1767357450,"2026/01/02 13:37:30",3.4,70,
1767357750,"2026/01/02 13:42:30",3.5,70,
1767358050,"2026/01/02 13:47:30",3.5,69,
1767358350,"2026/01/02 13:52:30",3.4,69,
1767358650,"2026/01/02 13:57:30",3.4,69,
1767359250,"2026/01/02 14:07:30",3.3,68,
1767359550,"2026/01/02 14:12:30",3.3,68,
1767359850,"2026/01/02 14:17:30",3.3,68,
1767360150,"2026/01/02 14:22:30",3.2,68,
1767360450,"2026/01/02 14:27:30",3.1,68,
1767360750,"2026/01/02 14:32:30",3,68,
1767361050,"2026/01/02 14:37:30",2.9,68,
1767361350,"2026/01/02 14:42:30",2.9,68,
1767361650,"2026/01/02 14:47:30",2.8,68,
1767361950,"2026/01/02 14:52:30",2.8,68,
1767362250,"2026/01/02 14:57:30",2.7,68,
1767362550,"2026/01/02 15:02:30",2.6,68,
1767362850,"2026/01/02 15:07:30",2.5,68,
1767363150,"2026/01/02 15:12:30",2.4,68,
1767363450,"2026/01/02 15:17:30",2.3,68,
1767363750,"2026/01/02 15:22:30",2.4,69,
1767364050,"2026/01/02 15:27:30",2.4,69,
1767364350,"2026/01/02 15:32:30",2.4,69,
1767364650,"2026/01/02 15:37:30",2.3,69,
1767364950,"2026/01/02 15:42:30",2.3,69,
1767365250,"2026/01/02 15:47:30",2.2,69,
1767365550,"2026/01/02 15:52:30",2.2,69,
1767365850,"2026/01/02 15:57:30",2.2,69,
1767366150,"2026/01/02 16:02:30",2.1,69,
1767366450,"2026/01/02 16:07:30",2,69,
1767366750,"2026/01/02 16:12:30",2,69,
1767367050,"2026/01/02 16:17:30",2,69,
1767367350,"2026/01/02 16:22:30",2,69,
1767367650,"2026/01/02 16:27:30",2,69,
1767367950,"2026/01/02 16:32:30",2,70,
1767368250,"2026/01/02 16:37:30",2,70,
1767368550,"2026/01/02 16:42:30",2,70,
1767368850,"2026/01/02 16:47:30",2,69,
1767369150,"2026/01/02 16:52:30",1.9,70,
1767369450,"2026/01/02 16:57:30",1.9,70,
1767369750,"2026/01/02 17:02:30",1.8,70,
1767370050,"2026/01/02 17:07:30",1.8,70,
1767370350,"2026/01/02 17:12:30",1.8,70,
1767370650,"2026/01/02 17:17:30",1.7,70,
1767370950,"2026/01/02 17:22:30",1.6,69,
1767371250,"2026/01/02 17:27:30",1.5,69,
1767371550,"2026/01/02 17:32:30",1.4,70,
1767371850,"2026/01/02 17:37:30",1.2,70,
1767372150,"2026/01/02 17:42:30",1.1,70,
1767372450,"2026/01/02 17:47:30",1,71,
1767372750,"2026/01/02 17:52:30",0.9,71,
1767373050,"2026/01/02 17:57:30",0.8,71,
1767373350,"2026/01/02 18:02:30",0.8,71,
1767373650,"2026/01/02 18:07:30",0.8,72,
1767373950,"2026/01/02 18:12:30",0.9,72,
1767374250,"2026/01/02 18:17:30",0.9,73,
1767374550,"2026/01/02 18:22:30",0.8,73,
1767374850,"2026/01/02 18:27:30",0.9,73,
1767375150,"2026/01/02 18:32:30",0.9,73,
1767375450,"2026/01/02 18:37:30",0.8,73,
1767375750,"2026/01/02 18:42:30",0.8,73,
1767376050,"2026/01/02 18:47:30",0.8,74,
1767376350,"2026/01/02 18:52:30",0.8,74,
1767376650,"2026/01/02 18:57:30",0.8,74,
1767376950,"2026/01/02 19:02:30",0.9,74,
1767377250,"2026/01/02 19:07:30",0.9,75,
1767377550,"2026/01/02 19:12:30",0.9,75,
1767377850,"2026/01/02 19:17:30",0.9,75,
1767378150,"2026/01/02 19:22:30",0.9,75,
1767378450,"2026/01/02 19:27:30",0.8,75,
1767378750,"2026/01/02 19:32:30",0.8,75,
1767379050,"2026/01/02 19:37:30",0.7,76,
1767379350,"2026/01/02 19:42:30",0.6,76,
1767379650,"2026/01/02 19:47:30",0.5,77,
1767379950,"2026/01/02 19:52:30",0.4,78,
1767380250,"2026/01/02 19:57:30",0.3,78,
1767380550,"2026/01/02 20:02:30",0.2,79,
1767380850,"2026/01/02 20:07:30",0.1,79,
1767381150,"2026/01/02 20:12:30",0.1,80,
1767381450,"2026/01/02 20:17:30",0.1,80,
1767381750,"2026/01/02 20:22:30",0.2,80,
1767382050,"2026/01/02 20:27:30",0.2,80,
1767382350,"2026/01/02 20:32:30",0.3,79,
1767382650,"2026/01/02 20:37:30",0.3,79,
1767382950,"2026/01/02 20:42:30",0.2,79,
1767383250,"2026/01/02 20:47:30",0.3,79,
1767383550,"2026/01/02 20:52:30",0.2,79,
1767383850,"2026/01/02 20:57:30",0.2,79,
1767384150,"2026/01/02 21:02:30",0.2,80,
1767384450,"2026/01/02 21:07:30",0.2,80,
1767384750,"2026/01/02 21:12:30",0.2,79,
1767385050,"2026/01/02 21:17:30",0.3,79,
1767385350,"2026/01/02 21:22:30",0.3,79,
1767385650,"2026/01/02 21:27:30",0.3,78,
1767385950,"2026/01/02 21:32:30",0.3,78,
1767386250,"2026/01/02 21:37:30",0.2,78,
1767386550,"2026/01/02 21:42:30",0.1,78,
1767386850,"2026/01/02 21:47:30",0.1,79,
1767387150,"2026/01/02 21:52:30",0,79,
1767387450,"2026/01/02 21:57:30",0,79,
